question,chunk_id
Qual è il nome dell'organizzazione che ha acquisito le perimetrazioni delle fasce di cui sopra?,1231a4a87b1f499c47a2404bbb82e4d1c9f9dd59b39f2606092772383fc254a7
Quali sono le versioni delle basi di dati geodetiche dei limiti marittimi utilizzate per acquisire le perimetrazioni delle fasce di cui sopra?,1231a4a87b1f499c47a2404bbb82e4d1c9f9dd59b39f2606092772383fc254a7
Quali sono le zone marine per cui è stato possibile ricostruire le competenze amministrative solo fino al livello provinciale?,ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423
"Quale campo viene valorizzato con il termine ""nd"" quando si inserisce una geometria nelle zone 12 e 24 miglia?",ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423
Quale informazione è invitata a essere riportata nel campo note GEN nel caso in cui sia possibile ricavare la competenza a livello comunale per una determinata geometria?,ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423
Quali sono le fasce di miglia che non riportano le suddivisioni amministrative nel testo?,0bde27bf16f9cc56ebb71690cbcd6fcfd7e9e56b3dcd36beda0365a55a9f0f25
Qual è il livello amministrativo fino al quale è stato possibile ricostruire le zone in mare nel testo?,0bde27bf16f9cc56ebb71690cbcd6fcfd7e9e56b3dcd36beda0365a55a9f0f25
Quale campo del sistema è stato suggerito per inserire le informazioni sulla competenza a livello comunale nel testo?,0bde27bf16f9cc56ebb71690cbcd6fcfd7e9e56b3dcd36beda0365a55a9f0f25
Quali sono i campi che il sistema compila automaticamente all'inserimento di una geometria?,894819484c118d9bd0dd7636b77edca306ae9741adb1a3063684eb62dd5af89a
"In che modo il sistema identifica la Regione, Provincia e Comune associati a una geometria?",894819484c118d9bd0dd7636b77edca306ae9741adb1a3063684eb62dd5af89a
Quali sono le unità amministrative che è possibile aggiungere nel layout in fase di stampa?,894819484c118d9bd0dd7636b77edca306ae9741adb1a3063684eb62dd5af89a
Quali sono i campi che il sistema compila automaticamente all'inserimento di una geometria?,6fcd41c836d8925a2797f4bdcb91276128613e88d6035a20b06492e33c16fae4
In che modo è possibile modificare i campi compilati automaticamente dal sistema?,6fcd41c836d8925a2797f4bdcb91276128613e88d6035a20b06492e33c16fae4
Quali informazioni saranno visibili al momento dell'ingresso in GNA?,6fcd41c836d8925a2797f4bdcb91276128613e88d6035a20b06492e33c16fae4
Qual è il sistema di riferimento utilizzato per le cartografie di base nel disegno delle geometrie necessarie al GNA?,b79f1c6d98caf2306b1209ffa8e7b39d4518e20876e10ec1d94d7f8ef49645a2
Quali sono le foto satellitari utilizzate insieme al sistema di riferimento scelto?,b79f1c6d98caf2306b1209ffa8e7b39d4518e20876e10ec1d94d7f8ef49645a2
Qual è il sistema di riferimento utilizzato per i dati del GNA?,b79f1c6d98caf2306b1209ffa8e7b39d4518e20876e10ec1d94d7f8ef49645a2
Quali sono i sistemi di riferimento (SR) utilizzati per i dati nel testo?,f4fa2ec808ec371efcf719c3b5b981814225f820e05ce317a98d7212de8ae479
Qual è il sistema di riferimento del progetto menzionato nel testo?,f4fa2ec808ec371efcf719c3b5b981814225f820e05ce317a98d7212de8ae479
Quali sono le basi cartografiche utilizzate nel testo?,f4fa2ec808ec371efcf719c3b5b981814225f820e05ce317a98d7212de8ae479
Qual è il sistema di riferimento spaziale utilizzato per le basi cartografiche del progetto?,93ead6265dba8a3a4c4a6780e29ecd899b99ffb1fa44f45cdaaaa1bd0c7a7b5d
Quale ellissoide è utilizzato per i calcoli di distanza e area nel software GIS completo a disposizione?,93ead6265dba8a3a4c4a6780e29ecd899b99ffb1fa44f45cdaaaa1bd0c7a7b5d
Quali unità di misura vengono utilizzate per le coordinate nella mappa del progetto?,93ead6265dba8a3a4c4a6780e29ecd899b99ffb1fa44f45cdaaaa1bd0c7a7b5d
Qual è l'ellissoide utilizzato per i calcoli di distanza e area nel software GIS?,9e6e21aba32bc0c87b24e2d155fe1b1a02c919a0e43de01dbd9995d43b58bced
Quali sono le unità utilizzate per mostrare le coordinate nella mappa?,9e6e21aba32bc0c87b24e2d155fe1b1a02c919a0e43de01dbd9995d43b58bced
Quali sono le proprietà del progetto che devono essere impostate per evitare errori nelle misurazioni?,9e6e21aba32bc0c87b24e2d155fe1b1a02c919a0e43de01dbd9995d43b58bced
Qual è l'unità di misura utilizzata per le distanze nel testo?,58a3c736b7467fae081ab496b43b7abf1b7ebaafe8d98188d2c0647429f28de0
Qual è il semiassore maggiore utilizzato nel sistema di riferimento WGS84?,58a3c736b7467fae081ab496b43b7abf1b7ebaafe8d98188d2c0647429f28de0
Qual è l'unità di misura utilizzata per le aree nel testo?,58a3c736b7467fae081ab496b43b7abf1b7ebaafe8d98188d2c0647429f28de0
Quale sistema di riferimento dei dati è stato scelto per il progetto?,ed901b690b08257c1dae6ef7f19246a1d5e832246dd02d72b6135cab3e770405
Quali sono gli algoritmi di trasformazione necessari per caricare layer geografici espressi in un sistema di riferimento basato su altro Datum all'interno del progetto?,ed901b690b08257c1dae6ef7f19246a1d5e832246dd02d72b6135cab3e770405
Quali sono gli algoritmi di trasformazione che consentono di ridurre gli errori a livello di centimetri?,ed901b690b08257c1dae6ef7f19246a1d5e832246dd02d72b6135cab3e770405
Quali sono gli algoritmi più adatti per ridurre gli errori di trasformazione a livello di centimetri?,7c9547cda2d64a65515a49924a0b8035df33d2e6973e16b466bbb1bf524802f0
Qual è il sistema di riferimento dei dati e del progetto utilizzato nel testo?,7c9547cda2d64a65515a49924a0b8035df33d2e6973e16b466bbb1bf524802f0
Quali sono gli algoritmi locali dedicati che devono essere applicati per la trasformazione di coordinate in un progetto che utilizza il Datum WGS84?,7c9547cda2d64a65515a49924a0b8035df33d2e6973e16b466bbb1bf524802f0
"Quali sono le responsabilità degli utenti singoli riguardo al caricamento, alla trasformazione e all'utilizzo dei layer nel Template?",27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a
Qual è il sistema di riferimento nativo richiesto per i layer nel Template?,27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a
Cosa devono fare gli utenti per utilizzare correttamente i layer nel Template che non sono espressi in WGS84?,27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a
Qual è l'ordine dei vocabolari nella struttura del progetto?,7e4cb483ef11ee8b9f488bd2eff5a732fb32d5e0851c9076405ee6b2bbc306b7
Come vengono registrati i vocabolari nella struttura del progetto?,7e4cb483ef11ee8b9f488bd2eff5a732fb32d5e0851c9076405ee6b2bbc306b7
Qual è l'etichetta associata ai vocabolari nella struttura del progetto?,7e4cb483ef11ee8b9f488bd2eff5a732fb32d5e0851c9076405ee6b2bbc306b7
Qual è la parola ripetuta due volte nel testo?,9ab4d862f4d13acccfe94ebf61be0461eeefd93e4f91ba1c6733b1088ba6ada8
"Qual è l'unica parola nel testo che inizia con la lettera ""T""?",9ab4d862f4d13acccfe94ebf61be0461eeefd93e4f91ba1c6733b1088ba6ada8
Qual è la parola che indica il movimento all'indietro nel testo?,9ab4d862f4d13acccfe94ebf61be0461eeefd93e4f91ba1c6733b1088ba6ada8
Qual è l'ordine dei vocabolari nella struttura del progetto?,3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8
Come vengono registrati i vocabolari nella struttura del progetto?,3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8
Qual è l'etichetta associata ai vocabolari nella struttura del progetto?,3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8
"Qual è l'AMA chiave per ""archeologia preventiva ex art. 25, c. 8 sgg. DLgs 50/2016""?",0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648
"Qual è l'AMA valore per ""assistenza archeologica in corso d'opera""?",0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648
"Qual è l'AMA chiave per ""scavo archeologico di emergenza""?",0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648
Qual è la parola ripetuta due volte nel testo?,80e503874f1313fe06c9a45e04d8f078fde73143da7aedf2b3caf247e9d4f206
"Qual è l'unica parola nel testo che inizia con la lettera ""T""?",80e503874f1313fe06c9a45e04d8f078fde73143da7aedf2b3caf247e9d4f206
Qual è la parola che indica il movimento all'indietro nel testo?,80e503874f1313fe06c9a45e04d8f078fde73143da7aedf2b3caf247e9d4f206
Qual è il numero di file necessari per lavorare alla raccolta dei dati?,e603e24678e000c45596671f392a6af5c2d70afb1108cacd60da233581e211a2
Qual è il contenuto della cartella di progetto?,e603e24678e000c45596671f392a6af5c2d70afb1108cacd60da233581e211a2
Quali sono i due file necessari per lavorare alla raccolta dei dati?,e603e24678e000c45596671f392a6af5c2d70afb1108cacd60da233581e211a2
